,score,x,y
0,0.8980960160319988,-120.0,-40.0
1,0.9011980299636677,-120.0,-30.0
2,0.9025340349084293,-120.0,-20.0
3,0.90317162864841,-120.0,-10.0
4,0.9037309727946687,-120.0,0.0
5,0.9047191811413591,-120.0,10.0
6,0.9045533852190006,-120.0,20.0
7,0.9053472035065174,-120.0,30.0
8,0.9046456578031286,-120.0,40.0
9,0.9008745885727631,-100.0,-40.0
10,0.90376002487226,-100.0,-30.0
11,0.904932946328704,-100.0,-20.0
12,0.9060371990722654,-100.0,-10.0
13,0.906419334368797,-100.0,0.0
14,0.9075538043375518,-100.0,10.0
15,0.9079073019496761,-100.0,20.0
16,0.9086477102774653,-100.0,30.0
17,0.9075328212129875,-100.0,40.0
18,0.90059849930416,-80.0,-40.0
19,0.904993469552416,-80.0,-30.0
20,0.9063413811344876,-80.0,-20.0
21,0.9072936248888446,-80.0,-10.0
22,0.9079359059996929,-80.0,0.0
23,0.9090743578036505,-80.0,10.0
24,0.9091334292974372,-80.0,20.0
25,0.9102702071779373,-80.0,30.0
26,0.909435037935856,-80.0,40.0
27,0.9011763818314416,-60.0,-40.0
28,0.9050622698286972,-60.0,-30.0
29,0.9074785242741471,-60.0,-20.0
30,0.9081575031543403,-60.0,-10.0
31,0.9087176464549203,-60.0,0.0
32,0.9101633267299116,-60.0,10.0
33,0.9106430286658856,-60.0,20.0
34,0.9117437563464954,-60.0,30.0
35,0.9113328244952481,-60.0,40.0
36,0.9013066990497485,-40.0,-40.0
37,0.9050986022979586,-40.0,-30.0
38,0.9074699120244839,-40.0,-20.0
39,0.9091531789743796,-40.0,-10.0
40,0.9099388156549773,-40.0,0.0
41,0.9109802799930498,-40.0,10.0
42,0.9112180881753487,-40.0,20.0
43,0.9123018312377607,-40.0,30.0
44,0.9117939248625802,-40.0,40.0
45,0.9015219730114312,-20.0,-40.0
46,0.9049423308233753,-20.0,-30.0
47,0.9077363203215623,-20.0,-20.0
48,0.9097915075512197,-20.0,-10.0
49,0.9110362092837447,-20.0,0.0
50,0.9118675003582448,-20.0,10.0
51,0.9122039185138877,-20.0,20.0
52,0.913253701307583,-20.0,30.0
53,0.912710584772197,-20.0,40.0
54,0.9017297581346186,0.0,-40.0
55,0.9045680141706844,0.0,-30.0
56,0.9075785719702504,0.0,-20.0
57,0.9092026828290247,0.0,-10.0
58,0.9104212061545394,0.0,0.0
59,0.9115113852077785,0.0,10.0
60,0.9125125156059253,0.0,20.0
61,0.9136765560902688,0.0,30.0
62,0.9128619953892163,0.0,40.0
63,0.9012438055516435,20.0,-40.0
64,0.9043706377823792,20.0,-30.0
65,0.9064313351950344,20.0,-20.0
66,0.9087527333686312,20.0,-10.0
67,0.909736929211381,20.0,0.0
68,0.9110513359005321,20.0,10.0
69,0.9120047688899197,20.0,20.0
70,0.913355270319443,20.0,30.0
71,0.9122564560455959,20.0,40.0
72,0.8999427814348254,40.0,-40.0
73,0.9030954400389175,40.0,-30.0
74,0.9052927452559218,40.0,-20.0
75,0.907003977385126,40.0,-10.0
76,0.9084800943105507,40.0,0.0
77,0.9096477692866485,40.0,10.0
78,0.9108751242339963,40.0,20.0
79,0.9125643543564648,40.0,30.0
80,0.9117683318443914,40.0,40.0
81,0.8978478851603827,60.0,-40.0
82,0.9013127723134773,60.0,-30.0
83,0.9036303310895044,60.0,-20.0
84,0.9057914508791237,60.0,-10.0
85,0.9074416046828575,60.0,0.0
86,0.9082455959399303,60.0,10.0
87,0.9093395395974275,60.0,20.0
88,0.9108821839763066,60.0,30.0
89,0.9104262459407444,60.0,40.0
90,0.8961030452933854,80.0,-40.0
91,0.8994657792902216,80.0,-30.0
92,0.9020079191874709,80.0,-20.0
93,0.904505956822053,80.0,-10.0
94,0.9056258191683189,80.0,0.0
95,0.9063671736933148,80.0,10.0
96,0.9072717241565291,80.0,20.0
97,0.9082733761573605,80.0,30.0
98,0.9086795683222821,80.0,40.0
99,0.8925626769246064,100.0,-40.0
100,0.8958003602594192,100.0,-30.0
101,0.8982089656107184,100.0,-20.0
102,0.9013472602255724,100.0,-10.0
103,0.9027796974881298,100.0,0.0
104,0.9029715484175542,100.0,10.0
105,0.9044292350677643,100.0,20.0
106,0.9050806281053947,100.0,30.0
107,0.9059019041919134,100.0,40.0
108,0.8888351831911748,120.0,-40.0
109,0.8915852594424578,120.0,-30.0
110,0.894613505066937,120.0,-20.0
111,0.8973329738511192,120.0,-10.0
112,0.8991340685305704,120.0,0.0
113,0.8993086783242874,120.0,10.0
114,0.9001646573032962,120.0,20.0
115,0.9016242167326203,120.0,30.0
116,0.9025599821803896,120.0,40.0
